timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1711329800754,4006,DELETE Restaurantes,404,,jp@gc - Stepping Thread Group 1-7,text,false,"Test failed: code expected to equal /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/",888,242,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/122,4006,0,3706
1711329794754,10006,DELETE Restaurantes,404,,jp@gc - Stepping Thread Group 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/",888,242,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/122,10006,0,9707
1711329796754,8007,DELETE Restaurantes,404,,jp@gc - Stepping Thread Group 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/",888,242,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/122,8006,0,7706
1711329792753,12006,DELETE Restaurantes,404,,jp@gc - Stepping Thread Group 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/",888,242,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/122,11998,0,11706
1711329802754,2007,DELETE Restaurantes,404,,jp@gc - Stepping Thread Group 1-8,text,false,"Test failed: code expected to equal /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/",888,242,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/122,1998,0,1707
1711329798754,6007,DELETE Restaurantes,404,,jp@gc - Stepping Thread Group 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/",888,242,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/122,6007,0,5706
1711329788852,15909,DELETE Restaurantes,404,,jp@gc - Stepping Thread Group 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/",888,242,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/122,15900,0,15604
1711329790753,14097,DELETE Restaurantes,404,,jp@gc - Stepping Thread Group 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/",888,242,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/122,14086,0,13702
1711329804764,167,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",884,216,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,167,0,0
1711329804765,166,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",884,216,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,166,0,0
1711329804763,170,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-8,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",884,216,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,170,0,0
1711329804764,170,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-7,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",884,216,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,170,0,0
1711329804763,173,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",884,216,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,173,0,0
1711329804765,173,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",884,216,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,173,0,0
1711329804763,181,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",884,216,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,175,0,0
1711329804852,169,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",884,216,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,161,0,0
1711329804932,167,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",876,400,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,167,0,0
1711329804935,170,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-7,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",876,400,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,170,0,0
1711329804932,174,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",876,400,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,174,0,0
1711329804933,174,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-8,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",876,400,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,174,0,0
1711329804937,170,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",876,400,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,169,0,0
1711329804945,166,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",876,400,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,163,0,0
1711329804939,182,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",876,400,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,173,0,0
1711329805021,158,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",876,400,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,158,0,0
1711329805106,306,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",830,241,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,306,0,0
1711329805100,312,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",830,241,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,312,0,0
1711329805106,311,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-7,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",830,241,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,309,0,0
1711329804754,667,DELETE Restaurantes,404,,jp@gc - Stepping Thread Group 1-9,text,false,"Test failed: code expected to equal /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/",880,242,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/122,667,0,506
1711329805180,243,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",830,241,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,237,0,0
1711329805107,316,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-8,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",830,241,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,316,0,0
1711329805121,304,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",830,241,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,304,0,0
1711329805108,323,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",830,241,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,309,0,0
1711329805112,319,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",830,241,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,306,0,0
1711329805423,443,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-2,text,true,,1013,252,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,443,0,0
1711329805432,436,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-6,text,true,,1013,252,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,436,0,0
1711329805413,455,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-1,text,true,,1013,252,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,455,0,0
1711329805413,456,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-4,text,true,,1013,252,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,455,0,0
1711329805423,445,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-8,text,true,,1013,252,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,445,0,0
1711329805422,448,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-9,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",876,216,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,447,0,0
1711329805869,408,GET Tipo de Cozinha Restaurantes,200,,jp@gc - Stepping Thread Group 1-6,text,true,,851,244,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?tipoCozinha=Carnes,408,0,0
1711329805870,407,GET Tipo de Cozinha Restaurantes,200,,jp@gc - Stepping Thread Group 1-8,text,true,,851,244,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?tipoCozinha=Carnes,407,0,0
1711329805869,408,GET Tipo de Cozinha Restaurantes,200,,jp@gc - Stepping Thread Group 1-4,text,true,,851,244,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?tipoCozinha=Carnes,408,0,0
1711329805870,409,POST Restaurantes,404,,jp@gc - Stepping Thread Group 1-9,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",876,400,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,409,0,0
1711329806279,183,GET Nome Restaurantes,404,,jp@gc - Stepping Thread Group 1-9,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",834,241,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?nome=Coco+bambu,172,0,0
1711329805868,610,GET Tipo de Cozinha Restaurantes,200,,jp@gc - Stepping Thread Group 1-1,text,true,,851,244,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?tipoCozinha=Carnes,610,0,0
1711329806278,235,POST Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-6,text,false,"Test failed: text expected to contain /""Não há lugares disponíveis nesse horário para o Restaurante: Coco Bambu""/",812,477,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/reservarMesa,235,0,0
1711329806278,239,POST Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-8,text,false,"Test failed: text expected to contain /""Não há lugares disponíveis nesse horário para o Restaurante: Coco Bambu""/",812,477,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/reservarMesa,239,0,0
1711329805426,1092,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-3,text,true,,1013,252,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,1092,0,0
1711329806278,240,POST Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-4,text,false,"Test failed: text expected to contain /""Não há lugares disponíveis nesse horário para o Restaurante: Coco Bambu""/",812,477,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/reservarMesa,240,0,0
1711329805432,1086,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-5,text,true,,1013,252,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,1086,0,0
1711329805418,1100,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-7,text,true,,1013,252,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,1100,0,0
1711329806463,178,GET Localizacao Restaurantes,200,,jp@gc - Stepping Thread Group 1-9,text,true,,1017,252,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?localizacao=S%C3%A3o+Paulo,161,0,0
1711329806479,182,POST Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-1,text,false,"Test failed: text expected to contain /""Não há lugares disponíveis nesse horário para o Restaurante: Coco Bambu""/",812,477,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/reservarMesa,168,0,0
1711329806519,200,GET Tipo de Cozinha Restaurantes,200,,jp@gc - Stepping Thread Group 1-5,text,true,,855,244,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?tipoCozinha=Carnes,200,0,0
1711329806519,201,GET Tipo de Cozinha Restaurantes,200,,jp@gc - Stepping Thread Group 1-7,text,true,,855,244,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?tipoCozinha=Carnes,201,0,0
1711329806514,224,GET Reservas,200,,jp@gc - Stepping Thread Group 1-6,text,true,,1068,227,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/reservas,223,0,0
1711329806519,232,GET Reservas,200,,jp@gc - Stepping Thread Group 1-4,text,true,,1068,227,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/reservas,216,0,0
1711329806518,233,GET Reservas,200,,jp@gc - Stepping Thread Group 1-8,text,true,,1068,227,9,9,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/reservas,222,0,0
1711329806642,179,GET Tipo de Cozinha Restaurantes,200,,jp@gc - Stepping Thread Group 1-9,text,true,,855,244,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?tipoCozinha=Carnes,176,0,0
1711329805867,959,GET Tipo de Cozinha Restaurantes,200,,jp@gc - Stepping Thread Group 1-2,text,true,,851,244,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?tipoCozinha=Carnes,959,0,0
1711329806519,362,GET Tipo de Cozinha Restaurantes,200,,jp@gc - Stepping Thread Group 1-3,text,true,,855,244,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/pesquisa?tipoCozinha=Carnes,198,0,0
1711329806752,170,GET Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-8,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",808,245,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/3853?nome=Coco+bambu,170,0,0
1711329806738,184,GET Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",808,245,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/3853?nome=Coco+bambu,184,0,0
1711329806752,171,GET Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",808,245,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/3853?nome=Coco+bambu,171,0,0
1711329806719,203,POST Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-5,text,false,"Test failed: text expected to contain /""Não há lugares disponíveis nesse horário para o Restaurante: Coco Bambu""/",812,477,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/reservarMesa,203,0,0
1711329806721,202,POST Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-7,text,false,"Test failed: text expected to contain /""Não há lugares disponíveis nesse horário para o Restaurante: Coco Bambu""/",812,477,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/reservarMesa,198,0,0
1711329806662,331,GET Reservas,200,,jp@gc - Stepping Thread Group 1-1,text,true,,1068,227,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/reservas,164,0,0
1711329806826,193,POST Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-2,text,false,"Test failed: text expected to contain /""Não há lugares disponíveis nesse horário para o Restaurante: Coco Bambu""/",812,477,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/reservarMesa,188,0,0
1711329806822,199,POST Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-9,text,false,"Test failed: text expected to contain /""Não há lugares disponíveis nesse horário para o Restaurante: Coco Bambu""/",812,477,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/reservarMesa,199,0,0
1711329806882,218,POST Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-3,text,false,"Test failed: text expected to contain /""Não há lugares disponíveis nesse horário para o Restaurante: Coco Bambu""/",812,477,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/reservarMesa,217,0,0
1711329806924,178,DELETE Reserva no Restaurante,200,,jp@gc - Stepping Thread Group 1-6,text,true,,696,250,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/114,178,0,0
1711329806923,187,DELETE Reserva no Restaurante,200,,jp@gc - Stepping Thread Group 1-4,text,true,,696,250,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/114,187,0,0
1711329806924,190,GET Reservas,200,,jp@gc - Stepping Thread Group 1-7,text,true,,1068,227,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/reservas,188,0,0
1711329806923,191,DELETE Reserva no Restaurante,200,,jp@gc - Stepping Thread Group 1-8,text,true,,696,250,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/114,191,0,0
1711329806924,207,GET Reservas,200,,jp@gc - Stepping Thread Group 1-5,text,true,,1068,227,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/reservas,196,0,0
1711329806994,177,GET Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",808,245,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/3853?nome=Coco+bambu,164,0,0
1711329807019,179,GET Reservas,200,,jp@gc - Stepping Thread Group 1-2,text,true,,1068,227,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/reservas,179,0,0
1711329807022,200,GET Reservas,200,,jp@gc - Stepping Thread Group 1-9,text,true,,1068,227,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/reservas,190,0,0
1711329807115,166,POST Avaliação do Restaurante,404,,jp@gc - Stepping Thread Group 1-8,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",815,442,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/avaliar,165,0,0
1711329807103,182,POST Avaliação do Restaurante,404,,jp@gc - Stepping Thread Group 1-6,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",815,442,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/avaliar,182,0,0
1711329807100,187,GET Reservas,200,,jp@gc - Stepping Thread Group 1-3,text,true,,1068,227,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/reservas,187,0,0
1711329807132,160,GET Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",808,245,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/3853?nome=Coco+bambu,158,0,0
1711329807115,183,GET Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-7,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",808,245,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/3853?nome=Coco+bambu,183,0,0
1711329807110,199,POST Avaliação do Restaurante,404,,jp@gc - Stepping Thread Group 1-4,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",815,442,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/avaliar,188,0,0
1711329807172,174,DELETE Reserva no Restaurante,200,,jp@gc - Stepping Thread Group 1-1,text,true,,696,250,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/114,174,0,0
1711329807199,170,GET Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",808,245,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/3853?nome=Coco+bambu,170,0,0
1711329807223,181,GET Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-9,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",808,245,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/3853?nome=Coco+bambu,159,0,0
1711329807288,172,GET Reserva no Restaurante,404,,jp@gc - Stepping Thread Group 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",808,245,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/3853?nome=Coco+bambu,163,0,0
1711329807292,170,DELETE Reserva no Restaurante,200,,jp@gc - Stepping Thread Group 1-5,text,true,,696,250,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/114,170,0,0
1711329807298,166,DELETE Reserva no Restaurante,200,,jp@gc - Stepping Thread Group 1-7,text,true,,696,250,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/114,166,0,0
1711329806754,719,DELETE Restaurantes,404,,jp@gc - Stepping Thread Group 1-10,text,false,"Test failed: code expected to equal /

****** received  : [[[4]]]04

****** comparison: [[[2]]]04

/",884,242,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/122,718,0,556
1711329807281,192,GET Avaliações,200,,jp@gc - Stepping Thread Group 1-8,text,true,,981,229,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/avaliacoes,192,0,0
1711329807310,167,GET Avaliações,200,,jp@gc - Stepping Thread Group 1-4,text,true,,981,229,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/avaliacoes,165,0,0
1711329807286,231,GET Avaliações,200,,jp@gc - Stepping Thread Group 1-6,text,true,,981,229,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/avaliacoes,192,0,0
1711329807347,181,POST Avaliação do Restaurante,404,,jp@gc - Stepping Thread Group 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",815,442,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/avaliar,177,0,0
1711329807370,159,DELETE Reserva no Restaurante,200,,jp@gc - Stepping Thread Group 1-2,text,true,,696,250,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/114,159,0,0
1711329807404,161,DELETE Reserva no Restaurante,200,,jp@gc - Stepping Thread Group 1-9,text,true,,696,250,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/114,160,0,0
1711329807464,162,POST Avaliação do Restaurante,404,,jp@gc - Stepping Thread Group 1-7,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",815,442,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/avaliar,161,0,0
1711329807461,165,DELETE Reserva no Restaurante,200,,jp@gc - Stepping Thread Group 1-3,text,true,,696,250,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/reserva/114,165,0,0
1711329807463,167,POST Avaliação do Restaurante,404,,jp@gc - Stepping Thread Group 1-5,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",815,442,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/avaliar,165,0,0
1711329807473,160,GET Restaurantes,404,,jp@gc - Stepping Thread Group 1-10,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",880,216,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes,159,0,0
1711329807530,161,POST Avaliação do Restaurante,404,,jp@gc - Stepping Thread Group 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",815,442,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/avaliar,161,0,0
1711329807528,183,GET Avaliações,200,,jp@gc - Stepping Thread Group 1-1,text,true,,981,229,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/1/avaliacoes,165,0,0
1711329807565,166,POST Avaliação do Restaurante,404,,jp@gc - Stepping Thread Group 1-9,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[201]]]

/",815,442,10,10,https://findfoodback-27ce6eea96b1.herokuapp.com/api/restaurantes/9327/avaliar,165,0,0
